rut_cliente,malo_en_los_12m,cantidad_tarjetas_credito,ingreso,meses_en_su_actual_trabajo
11944500,0,0,316500,0
11948500,0,0,1950000,120
11956500,1,0,900000,12
11960500,1,1,1717500,84
11963500,1,0,405000,36
11966000,0,0,2250000,24
11967000,0,0,1561500,48
11968500,0,0,375000,36
11971500,0,1,1068000,12
11972000,0,0,1597500,48
11972500,0,0,1500000,36
11978500,0,0,387000,12
11979000,0,0,390000,24
11981000,1,0,405000,0
11985500,0,0,1800000,12
11986500,0,0,945000,72
11989000,0,0,750000,36
11992500,0,0,1239000,12
11993000,0,0,675000,24
11996500,1,0,373500,12
11998000,0,0,825000,12
11998500,0,0,270000,108
11999000,0,0,663000,36
12001000,0,0,1350000,36
12009000,1,0,270000,0
12013000,0,0,1110000,12
12014000,0,1,1950000,144
12014500,0,0,459000,12
12019500,0,0,270000,0
12020000,0,0,1200000,168
12021500,0,0,450000,168
12022000,0,0,810000,24
12030000,1,0,552000,60
12035500,1,0,450000,12
12036000,0,0,750000,0
12036500,1,0,303000,24
12038500,1,1,930000,12
12040500,0,0,270000,0
12041000,1,0,1050000,12
12041500,0,0,1560000,0
12047000,0,0,750000,12
12047500,0,0,472500,12
12048000,0,0,675000,36
12048500,0,0,1080000,120
12054000,1,0,427500,60
12060000,1,0,375000,24
12060500,0,0,750000,0
12061000,0,0,850500,192
12066500,0,0,270000,12
12067000,0,0,1200000,72
12074500,1,1,1654500,72
12075000,0,0,2250000,132
12078000,0,0,849000,12
12078500,0,1,2250000,144
12080500,0,1,1800000,12
12082000,0,0,271500,12
12083500,0,0,1050000,0
12084000,0,1,720000,36
12085500,1,0,765000,48
12088000,1,0,315000,0
12090500,1,0,450000,48
12095500,0,0,330000,12
12105500,0,0,498000,36
12106500,0,0,450000,0
12114000,0,0,802500,24
12114500,0,0,450000,12
12121000,0,0,366000,36
12121500,0,0,1894500,12
12122000,0,0,900000,0
12123500,0,0,360000,12
12124500,0,0,750000,0
12127500,1,0,600000,0
12128000,0,0,750000,0
12131500,1,0,733500,24
12134500,0,0,322500,12
12136000,1,0,2025000,48
12136500,0,0,331500,12
12137000,0,0,280500,0
12139500,0,0,375000,12
12142000,0,0,900000,12
12154500,0,0,481500,24
12159500,0,0,1800000,144
12162500,0,0,675000,48
12164000,0,0,555000,12
12164500,0,1,750000,12
12169000,0,1,1192500,156
12170000,0,0,450000,12
12172500,0,0,566099.9999999999,12
12173500,0,0,270000,72
12178000,0,0,900000,0
12179500,1,0,315000,12
12183500,0,0,330000,24
12184500,0,0,480000,12
12188000,0,2,894000,36
12189500,1,0,375000,12
12191500,0,0,1050000,12
12194000,1,0,330000,12
12199500,0,0,900000,48
12203000,0,0,525000,0
12203500,1,0,750000,0
12204500,0,1,1348500,60
12205000,0,0,373500,24
12207000,0,0,675000,168
12207500,1,0,969000,24
12209500,0,0,900000,36
12210000,0,0,450000,12
12210500,0,0,382500,12
12215500,1,0,420000,12
12219000,1,0,600000,36
12220000,0,0,405000,0
12222000,0,0,334500,60
12223500,0,1,1684500,132
12225500,1,0,358500,12
12226000,1,0,2613000,0
12227000,1,2,1359000,36
12231000,0,0,1201500,12
12232500,0,0,499500,60
12234500,0,0,396000,0
12236000,0,0,700500,48
12237000,0,0,750000,60
12237500,0,0,679500,24
12246000,0,0,900000,24
12248000,1,0,450000,0
12252500,0,0,750000,0
12266500,0,0,525000,0
12269500,0,0,525000,12
12274000,0,0,570000,12
12275500,0,0,585000,12
12280000,0,0,450000,0
12283500,0,0,555000,24
12290500,0,0,750000,36
12292000,0,1,975000,60
12295500,0,0,1500000,12
12296000,1,0,295500,12
12300000,0,0,801000,12
12303000,0,0,750000,12
12305000,0,1,1650000,192
12313500,1,0,450000,48
12314000,0,0,1725000,48
12316000,0,0,930000,12
12317000,0,0,420000,36
12317500,1,0,375000,0
12321500,1,0,705000,72
12322000,0,0,363000,36
12331000,0,0,900000,0
12339500,0,0,2100000,36
12340500,1,0,1387500,12
12344500,0,0,579000,12
12346500,0,0,900000,24
12351000,0,0,417000,84
12356500,0,0,400500,12
12364500,0,0,490500,144
12369500,1,0,435000,72
12374000,0,0,900000,60
12374500,0,0,300000,0
12377000,0,1,1369500,0
12378500,0,1,2248500,204
12385000,0,0,300000,0
12386500,1,0,384000,0
12387000,0,0,420000,180
12388000,1,0,538500,12
12388500,0,0,1020000,156
12389500,0,0,405000,36
12392500,0,2,1125000,48
12393000,0,0,2250000,72
12394000,1,0,1050000,24
12397500,0,0,540000,12
12398000,0,1,720000,60
12398500,0,0,592500,12
12399500,1,0,450000,0
12402500,0,0,390000,12
12403000,0,0,270000,36
12410500,0,0,750000,36
12417000,0,0,930000,12
12422000,0,1,2175000,72
12422500,1,0,450000,12
12423000,0,1,2040000,120
12424500,1,1,1101000,120
12426000,0,0,1399500,48
12426500,0,0,375000,144
12428500,0,0,1200000,0
12430500,0,0,1500000,0
12432000,0,1,1702500,204
12436000,1,0,450000,24
12436500,1,0,600000,24
12437000,0,0,300000,12
12439500,0,0,270000,0
12443000,0,0,450000,0
12450000,0,0,1125000,144
12451500,0,0,570000,96
12453000,0,0,945000,0
12453500,0,1,1167000,60
12456000,0,0,360000,48
12456500,0,0,276000,0
12458000,0,0,450000,12
12460500,0,0,450000,12
12462500,0,0,444000,12
12463000,1,1,1500000,120
12467500,0,0,315000,0
12469500,0,0,450000,12
12472500,1,0,720000,24
12474000,0,0,405000,36
12474500,0,0,600000,0
12476000,0,0,2628000,24
12479500,0,0,396000,12
12481500,0,0,1068000,156
12483500,0,1,1800000,96
12487500,0,0,339000,36
12489000,0,0,675000,12
12496500,0,0,525000,0
12497000,0,0,390000,0
12498000,0,0,780000,12
12498500,1,0,450000,12
12500500,0,0,889500,60
12504500,0,0,780000,204
12505000,0,0,337500,108
12506500,1,0,540000,48
12507000,0,0,403500,48
12508500,0,0,750000,0
12509500,0,0,375000,0
12510500,0,0,439500,0
12511500,0,0,300000,12
12512000,1,0,304500,12
12512500,0,0,1230000,12
12517500,0,0,589500,0
12520000,0,1,750000,60
12523500,1,0,450000,12
12531000,0,0,750000,12
12531500,0,0,300000,120
12532500,0,0,435000,0
12533500,1,0,450000,24
12534500,0,0,741000,24
12537500,1,0,352500,0
12540500,1,0,1201500,12
12543000,1,1,2355000,0
12544000,0,0,2553000,24
12545000,0,0,1275000,60
12545500,1,0,1170000,12
12549500,0,1,735000,36
12550000,0,0,690000,60
12551000,0,0,810000,60
12551500,1,0,270000,72
12554500,0,0,1500000,156
12555000,1,0,1335000,48
12558000,0,0,600000,24
12561000,1,0,420000,36
12567000,0,1,2212500,0
12567500,0,0,1035000,60
12568000,0,0,420000,0
12568500,1,0,375000,0
12570000,0,0,612000,12
12571500,0,0,1050000,24
12572000,1,0,1500000,12
12578000,0,0,300000,24
12579500,1,0,373500,12
12581000,0,0,315000,36
12581500,0,0,2250000,120
12585000,1,0,418500,12
12587000,1,0,900000,0
12587500,1,0,1500000,48
12590500,0,0,1200000,36
12591000,0,0,474000,36
12593000,0,1,829500,84
12597500,0,1,1500000,168
12599500,0,0,750000,12
12604500,0,0,2550000,144
12605500,0,0,405000,12
12609500,1,0,330000,12
12610500,0,0,922500,24
12612000,0,0,540000,0
12618000,0,0,630000,60
12619000,0,0,675000,24
12619500,1,0,600000,0
12621500,0,0,450000,36
12630000,0,0,2250000,120
12630500,1,0,567000,12
12631000,0,0,1284000,156
12632000,0,0,591000,12
12636500,0,0,900000,0
12637000,0,0,480000,48
12639500,1,0,462000,96
12640000,0,0,405000,60
12641500,1,0,330000,12
12642000,0,0,675000,0
12642500,0,0,600000,12
12643000,0,0,307500,0
12646000,0,0,430500,36
12646500,0,0,390000,12
12647500,0,0,618000,24
12650000,0,0,270000,36
12650500,0,0,600000,24
12651500,0,0,750000,0
12663000,0,0,270000,60
12663500,1,0,537000,36
12667000,1,0,540000,24
12667500,0,0,502500,96
12668500,0,0,450000,0
12671500,0,0,600000,12
12672000,0,0,600000,84
12672500,0,0,1005000,84
12674000,0,0,525000,12
12675000,0,0,600000,24
12677000,0,1,1350000,204
12684500,0,0,1050000,0
12685500,0,0,525000,0
12687000,1,0,270000,12
12691000,0,0,270000,96
12692500,1,1,2250000,12
12699500,0,0,630000,36
12700500,0,0,525000,24
12701000,1,0,450000,0
12704500,0,0,675000,60
12707000,1,0,750000,84
12709000,0,0,580500,24
12712000,0,0,525000,120
12712500,1,0,486000,12
12717500,0,0,690000,36
12719500,0,0,480314.99999999994,12
12725500,0,0,525000,12
12734000,0,0,900000,120
12739500,0,0,270000,12
12742000,0,0,1173000,48
12744000,1,0,388500,72
12747500,0,0,1500000,0
12754500,0,0,300000,12
12755500,0,1,1875000,60
12756000,0,0,675000,12
12758000,0,0,270000,0
12759000,0,0,270000,96
12762000,1,0,622500,180
12763000,1,0,600000,12
12768000,0,0,900000,72
12768500,0,0,375000,0
12769000,0,0,459000,36
12770000,0,0,330000,12
12771000,0,0,945000,48
12771500,0,0,451500,0
12775000,0,0,750000,96
12776500,0,0,540000,24
12779500,0,0,364500,12
12781000,0,0,540000,36
12782500,0,0,1500000,84
12784000,0,0,424500,60
12785000,0,0,654000,12
12785500,1,1,1330500,0
12786000,0,0,600000,48
12787000,0,0,420000,12
12791500,0,1,930000,24
12795000,0,0,480000,24
12797500,0,0,1050000,0
12798000,1,1,2250000,12
12799000,1,0,450000,0
12799500,0,0,675000,0
12801500,0,0,306000,120
12803000,0,0,1200000,12
12806500,0,0,405000,24
12810500,1,0,1240500,12
12811000,0,0,750000,12
12818000,0,0,450000,12
12823500,0,0,1008000,24
12827500,0,0,991500,132
12829000,0,0,2250000,48
12831500,0,0,750000,120
12835000,0,0,1050000,0
12841500,0,0,345000,12
12842500,0,0,427500,12
12844500,0,0,339000,0
12848000,0,2,994500,132
12849000,1,0,480000,12
12855500,0,0,300000,24
12858500,0,0,390000,24
12861000,0,0,330000,12
12864500,0,0,511500,12
12865500,0,0,900000,36
12869500,0,0,1072500,36
12870000,0,0,655500,36
12871500,0,0,662474.9999999999,12
12879000,1,0,360000,24
12882000,0,0,600000,168
12884500,0,0,900000,36
12885000,0,0,900000,36
12886500,0,0,480000,60
12887500,0,0,900000,24
12888000,0,0,300000,24
12891500,0,0,492000,24
12893500,0,0,343500,60
12898000,0,0,963000,192
12903500,0,0,376500,0
12905000,0,1,1756500,180
12907500,0,0,1314000,120
12910500,0,0,1050000,36
12920500,0,0,1503000,24
12922000,1,0,615000,108
12922500,1,0,600000,60
12924000,0,0,360000,0
12937000,0,0,555000,12
12937500,1,0,270000,0
12938000,1,0,1125000,12
12938500,1,0,900000,24
12939000,0,0,511500,96
12942500,0,0,303000,48
12944000,0,0,450000,60
12945500,0,0,360000,24
12946500,0,0,270000,36
12947000,1,0,525000,12
12949000,0,0,675000,12
12949500,0,0,1000500,108
12950500,0,0,1350000,0
12952500,0,0,900000,48
12953500,0,1,795000,72
12955000,1,1,900000,12
12955500,0,0,1350000,36
12957000,0,0,765000,0
12957500,0,0,1050000,0
12958000,0,1,1201500,24
12959000,1,0,300000,12
12961500,0,1,1800000,0
12962500,0,0,1050000,24
12964500,0,0,391500,24
12965000,0,0,340500,0
12970500,0,0,901500,24
12973000,1,0,450000,12
12975500,0,0,375000,0
12976500,0,1,720000,12
12983500,0,1,1045500,48
12985500,0,0,1350000,24
12987500,0,1,1201500,12
12992000,0,0,759000,12
12995000,0,0,484500,12
12996500,0,0,300000,24
12999500,0,0,600000,24
13004000,0,0,450000,60
13004500,1,0,577500,12
13008500,1,0,900000,0
13009500,0,0,919500,12
13018000,0,0,900000,0
13022500,0,1,1051500,24
13023000,0,1,2400000,36
13025000,0,0,747000,108
13028500,0,0,390000,0
13029000,0,0,390000,12
13031000,0,0,450000,120
13031500,0,0,450000,24
13032500,0,0,481500,12
13039500,0,0,339000,12
13040000,1,0,570000,60
13041000,0,0,450000,0
13044500,0,0,892500,12
13045000,0,0,427500,12
13047000,0,0,375000,36
13047500,1,0,310500,12
13054000,0,0,600000,12
13054500,0,0,805500,48
13056000,1,0,375000,12
13066000,0,1,744000,12
13068000,0,0,450000,120
13073500,1,1,1800000,48
13074000,0,0,450000,0
13074500,1,0,675000,96
13075500,0,0,291000,0
13077500,1,0,630000,12
13078000,1,0,1500000,108
13078500,0,1,1800000,120
13082500,0,1,889500,24
13084500,0,0,1642500,132
13085000,0,0,525000,36
13086500,0,0,343500,0
13087000,0,0,525000,36
13089500,0,0,450000,24
13094000,0,0,450000,0
13095000,0,0,321000,0
13098000,0,0,2550000,132
13105000,0,1,1140000,36
13108500,0,0,300000,0
13109500,0,0,570000,0
13114000,0,0,1050000,108
13117000,0,0,339000,12
13122000,0,0,519000,0
13129000,0,0,540000,24
13131500,0,0,600000,48
13133000,1,0,270000,12
13136500,1,0,603000,12
13138500,0,0,373500,132
13139000,1,0,313500,0
13139500,1,0,577500,12
13140000,0,0,1200000,96
13140500,0,0,675000,12
13141000,0,0,849000,0
13142000,0,0,1498500,12
13146500,0,0,1860000,48
13147500,1,0,375000,0
13149500,0,0,375000,72
13150000,0,0,450000,60
13150500,0,0,450000,84
13151000,0,0,375000,0
13152500,0,1,1200000,12
13154500,0,0,808500,12
13157500,0,0,304500,12
13159000,1,0,900000,0
13160000,0,1,1350000,0
13162000,1,0,360000,0
13163000,1,0,540000,96
13164000,1,0,679500,48
13168000,0,0,1050000,24
13169000,0,0,1125000,120
13172000,0,0,1125000,0
13173500,0,1,1200000,36
13175000,0,0,900000,156
13176000,0,0,675000,72
13178000,0,0,450000,0
13182500,1,0,480000,24
13184000,1,0,750000,24
13185500,0,0,525000,12
13193500,0,0,934500,12
13194500,0,0,538500,12
13195000,0,0,439500,12
13196000,0,0,622500,60
13201500,0,0,600000,120
13203000,0,0,600000,24
13210000,0,0,564000,48
13210500,0,0,297000,0
13216500,1,0,454500,36
13217000,0,0,528000,108
13220500,0,0,469500,72
13224500,0,0,510000,0
13231500,0,1,1155000,204
13233000,0,0,301500,12
13233500,0,0,885000,12
13235000,1,0,750000,24
13236000,0,0,450000,12
13247000,1,0,390000,12
13259500,0,0,450000,0
13260000,0,0,792000,12
13261000,0,0,450000,12
13266000,1,0,391500,12
13271000,1,0,675000,0
13277500,0,1,1608000,12
13278500,1,0,420000,24
13279500,0,0,525000,132
13283000,0,0,600000,180
13284500,0,1,1500000,0
13291500,0,0,969000,24
13294500,1,0,450000,12
13296000,0,1,2250000,132
13297000,0,0,450000,12
13297500,0,0,354000,0
13298500,0,0,1713000,108
13299500,0,0,1200000,24
13301000,0,0,1080000,24
13302500,0,0,405000,0
13307000,0,0,360000,12
13318000,0,0,1500000,48
13319500,1,0,420000,12
13323000,0,0,540000,12
13324000,0,0,1500000,60
13324500,0,0,405000,0
13326000,0,0,1500000,72
13327000,0,0,420000,60
13328000,0,0,360000,0
13329000,0,0,450000,0
13331500,0,0,1275000,120
13332500,0,0,453000,12
13333000,0,0,720000,12
13339000,0,0,750000,60
13341500,0,0,1396500,192
13343000,0,0,900000,12
13349000,0,0,1800000,168
13354000,0,0,600000,0
13355500,1,0,540000,12
13363500,0,0,525000,12
13377000,0,0,1309500,60
13383500,1,0,745500,24
13385000,0,0,675000,24
13385500,0,0,715500,0
13390000,0,0,414000,96
13391000,0,1,750000,12
13396000,1,0,375000,0
13397500,0,0,900000,120
13401000,1,0,448500,12
13405500,0,0,634500,12
13406000,0,0,900000,72
13407000,1,0,525000,12
13409000,0,0,313500,48
13413500,0,1,2100000,24
13415000,0,0,270000,0
13417500,0,0,562500,0
13419500,1,0,555000,36
13421000,0,0,495000,12
13425500,0,1,720000,36
13427500,0,0,531000,96
13431500,0,0,525000,0
13436500,0,1,1237500,120
13437000,0,0,795000,0
13438000,1,0,750000,24
13444500,0,0,1950000,180
13448500,0,0,600000,96
13449000,0,0,1740000,144
13450000,1,0,439500,12
13451500,0,0,991500,12
13452000,0,0,720000,24
13453500,0,0,562500,12
13454000,0,0,405000,12
13454500,1,0,2158500,12
13455000,0,0,1167000,48
13457000,1,0,540000,12
13458000,0,0,375000,12
13461000,0,0,987000,36
13463000,0,0,577500,12
13464000,0,1,1773000,132
13465000,0,1,675000,60
13465500,0,1,480000,0
13473500,0,0,420000,12
13475500,0,0,348000,12
13476000,0,0,675000,168
13477500,0,0,495000,72
13481500,0,0,1327500,0
13482500,0,0,1800000,36
13483000,0,0,337500,72
13483500,0,2,705000,12
13485000,0,0,750000,36
13485500,0,0,900000,24
13488000,0,0,1275000,120
13491500,0,0,661500,12
13494500,0,1,1431000,36
13496500,1,1,750000,24
13497000,0,0,384000,12
13501500,1,0,805500,36
13502500,0,0,540000,48
13511500,0,0,867000,48
13513000,0,0,495000,12
13514000,0,0,424500,12
13523000,0,0,750000,72
13525500,0,0,412500,180
13528500,0,0,825000,12
13529000,0,0,424500,12
13533000,0,0,375000,12
13536000,0,1,1095000,204
13541500,0,0,600000,0
13542500,1,0,525000,60
13543000,0,0,510000,24
13544000,0,0,300000,72
13544500,0,0,750000,120
13545500,1,0,295500,60
13551000,0,0,1200000,72
13556000,0,0,375000,12
13559500,1,1,1050000,24
13561500,0,0,1800000,180
13563000,0,0,2100000,12
13563500,0,1,1050000,12
13564000,0,0,270000,12
13568000,1,0,438000,48
13569500,0,0,2250000,24
13570500,1,0,600000,0
13572500,0,0,580500,0
13583500,0,0,600000,12
13594500,0,0,405000,0
13597000,1,0,549000,120
13601000,0,0,450000,12
13601500,0,1,1200000,12
13602000,1,0,301500,0
13603500,0,0,315000,72
13607500,0,0,579000,168
13608000,0,0,540000,60
13610000,1,0,750000,60
13611500,0,0,450000,0
13614000,0,0,429000,12
13621500,1,0,390000,0
13624500,0,0,2356500,0
13630500,0,0,1200000,180
13634500,0,0,270000,0
13635500,1,0,328500,12
13637000,0,0,450000,120
13640000,1,0,750000,24
13640500,1,0,1275000,108
13641000,0,1,2317500,120
13646000,0,0,420000,12
13646500,0,0,1200000,60
13651000,0,0,375000,12
13654000,0,0,750000,0
13658500,0,0,624000,0
13659500,1,1,1500000,156
13660000,0,0,1593000,36
13660500,0,0,270000,12
13661000,0,0,766500,120
13661500,0,0,375000,0
13666000,0,0,477000,60
13666500,0,1,790500,36
13668500,0,0,1200000,36
13670000,0,0,675000,24
13672000,0,0,450000,0
13673500,0,0,1558500,24
13674500,1,0,330000,12
13675000,0,0,750000,36
13676500,0,0,720000,12
13681000,1,0,405000,0
13683000,0,0,810000,120
13686500,0,1,856500,96
13688500,0,0,270000,12
13689000,0,1,1033500,0
13690000,0,0,705000,0
13691000,0,0,600000,48
13691500,1,0,730500,36
13698500,1,0,637500,12
13699000,0,0,381000,48
13701000,0,0,1500000,72
13703000,0,0,450000,12
13703500,0,0,1200000,12
13707500,1,0,540000,120
13711000,0,0,339000,0
13711500,0,0,415500,12
13718500,0,0,600000,36
13722000,0,0,450000,12
13724000,0,0,2250000,48
13724500,0,0,525000,60
13729000,1,0,600000,12
13729500,0,1,411000,12
13730500,0,0,1500000,108
13733000,0,0,337500,60
13734500,0,0,330000,12
13736500,0,0,406500,72
13739000,0,0,570000,0
13740500,0,0,337500,24
13742500,0,0,481500,24
13745000,0,0,450000,12
13746000,1,0,921000,24
13746500,0,0,600000,132
13747500,0,0,342000,96
13752000,1,0,1026000,84
13754000,0,0,450000,0
13757000,0,0,429000,12
13758500,1,0,547500,0
13765000,0,1,1620000,0
13767500,0,0,330000,12
13769500,0,1,888000,24
13773000,1,0,520500,0
13773500,0,0,630000,108
13774500,0,0,730500,12
13777500,0,0,390000,12
13786000,0,0,445500,60
13788000,0,0,525000,60
13790500,0,1,1069500,12
13794500,0,1,1309500,48
13796500,0,0,1159500,24
13797500,0,0,369000,72
13798500,0,0,900000,12
13799500,0,0,442500,48
13802000,0,0,391500,48
13802500,0,0,1800000,48
13811500,0,0,825000,132
13815500,0,0,331500,0
13820500,0,1,2100000,168
13821000,0,0,600000,0
13825000,0,0,390000,12
13826000,1,0,1684500,0
13827000,1,0,345000,12
13827500,0,0,1036500,48
13828500,0,0,447000,12
13831500,0,0,630000,24
13835000,1,0,1620000,168
13835500,0,2,1335000,36
13836000,0,0,900000,132
13838000,1,0,750000,12
13839500,0,0,1500000,60
13840500,0,2,750000,12
13842000,0,1,1350000,120
13844500,1,0,684000,24
13846500,0,0,375000,0
13847000,0,0,1510500,0
13851500,0,0,307500,60
13858000,0,0,900000,168
13859500,0,0,343500,24
13865500,0,0,330000,0
13866000,0,0,600000,12
13868000,0,0,300000,0
13870000,0,0,1027500,24
13870500,0,0,600000,0
13873000,0,0,330000,12
13879500,0,0,840000,192
13881000,0,0,600000,0
13884000,0,0,1500000,0
13884500,0,0,675000,60
13885500,0,0,423000,36
13886000,1,0,330000,12
13889500,0,0,1050000,12
13894000,0,1,979500,12
13896000,0,0,285000,12
13899500,0,0,540000,12
13903500,0,0,375000,0
13905500,0,0,853500,96
13906500,0,0,601500,12
13908500,1,0,592500,12
13910500,0,0,396000,12
13911000,1,0,270000,12
13911500,0,0,1429500,12
13912000,0,0,423000,12
13916500,1,0,669000,12
13918500,0,0,975000,0
13921000,1,1,976500,0
13922000,1,0,420000,0
13928500,0,0,270000,12
13934500,0,0,750000,24
13937500,0,0,433500,0
13938500,0,0,1050000,108
13942000,0,0,540000,108
13945500,0,0,525000,24
13946000,0,0,1800000,24
13949000,1,0,555000,12
13950500,0,0,597000,60
13956500,1,0,1125000,24
13958500,0,0,420000,36
13960000,1,0,453000,0
13966500,0,0,2250000,120
13968000,0,0,750000,48
13969500,0,0,300000,12
13970500,0,1,2400000,0
13971000,0,0,1389000,60
13972500,0,0,495000,24
13973500,0,0,300000,24
13980000,0,0,525000,12
13982500,1,0,330000,12
13983000,0,0,364500,96
13988000,0,0,750000,12
13990000,1,0,1200000,180
13991000,0,1,1050000,144
13994000,0,0,339000,0
13995500,1,1,975000,60
14001000,0,0,750000,12
14004000,0,0,366000,12
14012000,0,0,2074500,60
14014500,0,0,975000,36
14020500,0,2,744000,48
14029500,0,0,492000,0
14031500,0,0,660000,0
14032500,0,0,435000,48
14034500,1,0,825000,24
14036500,0,0,1168500,24
14038500,1,0,540000,24
14040000,1,0,420000,60
14042500,0,0,525000,12
14043000,0,0,990000,144
14045500,0,0,652500,24
14049500,1,0,1650000,12
14053000,1,0,520500,0
14054000,0,0,445500,84
14054500,0,1,678000,12
14055000,1,1,825000,24
14056000,1,0,450000,12
14057500,0,0,657000,12
14058000,0,0,1200000,12
14060500,0,0,450000,84
14062500,0,0,750000,108
14064000,1,0,405000,0
14064500,0,1,2400000,72
14066500,0,0,378000,72
14070000,1,0,334500,24
14071500,0,0,427500,180
14075500,0,0,579000,0
14076000,0,0,805500,0
14079000,0,0,720000,12
14079500,0,0,385500,96
14080500,0,0,600000,84
14085500,0,0,622500,24
14087500,0,0,1425000,0
14091500,1,0,900000,12
14092000,0,0,801000,72
14094000,0,0,450000,0
14095500,0,0,367500,12
14096000,0,0,1185000,12
14107000,0,0,925500,120
14108500,1,0,1320000,156
14113000,0,0,375000,48
14114500,0,0,1200000,48
14115000,0,1,1875000,36
14116500,0,1,861000,48
14121500,0,0,390000,12
14123000,1,0,513000,24
14123500,0,0,358500,48
14124500,0,0,750000,0
14125500,0,0,675000,24
14126500,0,0,1200000,24
14127500,0,0,1197000,12
14131000,0,0,750000,96
14133000,1,0,600000,12
14134500,0,0,613500,24
14140000,0,0,900000,12
14141500,0,0,780000,24
14145500,0,0,900000,36
14146000,0,1,1131000,12
14146500,0,0,582000,48
14147000,0,0,1210500,72
14150500,0,0,582000,12
14154000,0,0,750000,0
14155500,0,0,330000,12
14156000,0,1,1350000,24
14158000,0,0,375000,0
14159000,0,0,442500,12
14162000,0,0,498000,12
14163000,0,0,330000,0
14165000,0,0,1500000,120
14166500,0,0,300000,24
14177000,0,1,1110000,72
14177500,0,0,750000,192
14182500,1,0,450000,12
14183500,1,0,528000,12
14184500,0,0,270000,24
14185000,0,0,439500,84
14187000,0,0,1150500,0
14188000,0,0,1078500,0
14188500,0,0,1050000,12
14190500,0,0,375000,36
14191000,0,0,450000,12
14192000,0,0,310500,12
14193000,0,0,570000,12
14194500,0,1,457500,84
14197000,0,0,330000,12
14198500,1,0,405000,0
14201000,0,0,540000,36
14201500,1,0,360000,24
14202500,0,1,810000,60
14207500,0,0,600000,12
14212000,0,0,630000,24
14214500,0,0,1050000,132
14215500,0,0,270000,24
14217000,0,0,589500,0
14223000,0,0,1125000,0
14224000,0,0,480000,12
14224500,0,0,471000,12
14225000,0,0,361500,12
14228000,0,1,1650000,24
14228500,0,0,600000,60
14233500,1,0,300000,12
14236500,1,1,1800000,12
14241500,0,0,1050000,24
14242000,1,0,381000,12
14243000,0,0,406500,24
14243500,0,0,376500,0
14245000,0,0,475500,12
14252000,0,0,750000,0
14253000,1,0,922500,36
14257500,0,2,1533000,0
14263000,0,0,900000,96
14271500,0,0,750000,0
14272500,1,1,450000,0
14275500,0,2,1258500,48
14277000,0,0,657000,12
14277500,0,0,504000,12
14285500,1,0,540000,0
14287000,0,0,405000,0
14288000,0,0,600000,36
14288500,0,0,465000,12
14298000,0,0,990000,156
14301500,1,0,1050000,0
14304500,0,0,579000,12
14308500,0,0,450000,0
14310000,0,0,375000,24
14313500,0,0,600000,108
14315000,0,0,900000,12
14316500,0,0,360000,12
14317500,0,0,900000,120
14320500,0,0,330000,12
14321000,0,0,903000,180
14321500,1,1,613500,12
14325500,0,0,393000,0
14326500,0,0,304500,72
14328500,0,1,1800000,168
14332000,0,0,1039500,192
14332500,1,0,364500,36
14333000,0,0,750000,24
14335000,0,0,496500,12
14335500,0,0,450000,12
14336000,0,0,750000,120
14339000,0,0,465000,12
14341500,0,0,1200000,108
14343000,0,0,570000,36
14346500,0,1,1800000,48
14351500,0,0,330000,12
14352500,0,1,1573500,120
14354500,0,0,900000,0
14355000,0,0,525000,0
14355500,1,0,1050000,36
14358500,0,0,375000,12
14362500,0,0,900000,0
14366500,0,0,900000,48
14367500,0,0,457500,12
14371000,0,0,270000,0
14375000,1,0,337500,12
14379500,0,0,450000,12
14382500,0,0,331500,12
14383000,1,0,372000,12
14385000,1,0,526500,12
14386000,1,0,334500,204
14387500,1,0,900000,36
14390000,0,0,555000,0
14391000,0,0,700500,72
14393500,0,0,1200000,48
14394000,1,0,375000,12
14395500,0,0,360000,24
14397500,0,0,345000,12
14400000,0,0,825000,24
14401500,0,1,1161000,36
14402500,0,0,1425000,48
14405000,0,0,1650000,0
14408000,0,1,960000,12
14409000,0,0,555000,12
14409500,0,0,489000,12
14412000,0,0,862500,36
14416000,0,1,600000,48
14417000,0,1,1678500,0
14419000,0,0,270000,0
14420000,0,0,1650000,156
14421000,0,0,750000,48
14422000,0,1,1200000,132
14424000,0,0,570000,204
14425500,1,0,1200000,48
14426000,0,0,1245000,48
14429000,0,1,789000,60
14439000,0,0,450000,48
14440500,0,0,945000,12
14443000,0,0,270000,0
14445000,0,0,525000,12
14446500,0,0,658500,12
14449500,1,0,600000,12
14450500,0,0,1800000,36
14451500,0,0,744000,36
14452000,0,0,663000,12
14453500,1,0,870000,12
14454000,0,0,480000,72
14455500,0,0,600000,36
14457500,0,0,375000,12
14464000,0,0,270000,72
14469000,0,1,961500,168
14473500,0,0,300000,0
14475500,0,0,300000,0
14476500,1,1,655500,12
14477500,1,0,397500,24
14480000,0,0,363000,24
14480500,0,1,1489500,36
14481000,0,1,1185000,0
14487000,0,0,1083000,24
14489500,0,0,330000,12
14490000,0,0,450000,12
14496000,0,0,330000,12
14500500,1,0,633000,0
14501500,0,1,840000,24
14504000,0,1,816000,0
14506000,1,1,1866000,72
14508000,0,0,300000,24
14513000,0,0,450000,12
14515000,1,0,955500,24
14516000,0,0,1185000,0
14520000,0,0,540000,36
14521000,0,1,1101000,12
